path	bytes	sha256	what_it_proves
indian_backtest/analytics/auditor_assert.py	1342	c58131a942d6533de4c03b4610daae78aab72fbcb1586e84f328d19e6a81c94c	Modular production package source component: auditor_assert.py
indian_backtest/analytics/metrics.py	3087	28fd03df774daef3c3ea2066a4d9d33e1362857d07d7b548445ea5ce0261315d	Modular production package source component: metrics.py
indian_backtest/analytics/tearsheet.py	3686	35a3ccf1df4c025293704dfebd5f83b93efb5bd5a6e411fdd3b80459e22e106d	Modular production package source component: tearsheet.py
indian_backtest/data/bhavcopy_reader.py	5066	ad10413149baf82b96c32d3fa6fa1ce7239b4b4ceaadeefb4339a85254ca326d	Modular production package source component: bhavcopy_reader.py
indian_backtest/data/calendar_manager.py	1945	f9187daa6c8b75e3b1843fa938675ad9ee65333c62a612ea4559faa0091f73e7	Modular production package source component: calendar_manager.py
indian_backtest/data/universe_manager.py	5149	2091a9a5ed5fd00317c670e526ebfa6d7711de0292f6b4e749143194e06ae57c	Modular production package source component: universe_manager.py
indian_backtest/engine/execution.py	2357	67273a5c7fbe28dd96a973a1424361fa5990e25bd5874648542099323adf7973	Modular production package source component: execution.py
indian_backtest/engine/portfolio.py	4525	58ae545aa824ddead608b4ea42ad73c912214d1da8e1b68898a9a5aaa1da55d8	Modular production package source component: portfolio.py
indian_backtest/engine/rebalancer.py	3950	eafe8f7acf57b5097976c281ec8c9d0941b6817f726e2b4b404230d9a2ae61c8	Modular production package source component: rebalancer.py
indian_backtest/engine/regime_filter.py	1371	1d4940e1c1a46fe186f28f7bf8838557c0ed06c2da0f5af632396820d2bad4d8	Modular production package source component: regime_filter.py
indian_backtest/indicators/moving_averages.py	570	6bd06b76790fc211f6e0de1f6cdd529def1d37b58c97bf23777584c236919721	Modular production package source component: moving_averages.py
indian_backtest/indicators/price_extremes.py	676	3fd47828a6173be7539ac82076a60a2e3d5e4c42bd0418160cabca31c54e3709	Modular production package source component: price_extremes.py
indian_backtest/indicators/relative_strength.py	848	f9d99f89d78d6b8ad1c9bead61b90dfffe7dcb7839b49fe3bcf820f478777891	Modular production package source component: relative_strength.py
